experiment,session_code,group_id,round,sent_amount,sent_back_amount,sent_reason,sent_back_reason,reason_sent_self_payoff,reason_sent_other_payoff,reason_sent_fairness,reason_sent_trust,reason_back_self_payoff,reason_back_other_payoff,reason_back_fairness,reason_back_trust
trust,fy68aj5n,3,7,50,75,Consistency and cooperative behavior have yielded positive results in previous rounds. Sending 50 points allows for potential benefits through returned points.,"Returning 75 points maintains a cooperative and fair strategy, consistent with previous rounds. This ensures both participants benefit, leading to a total payout of 75 points for Participant B and 125 points for Participant A.",8.0,6.0,7.0,9.0,8.0,8.0,9.0,9.0
trust,fy68aj5n,3,8,50,75,Maintaining a consistent strategy of cooperation as in previous rounds. This has yielded a positive return for both participants.,"To maintain a cooperative and fair strategy, I have consistently returned 75 points in previous rounds.",7.0,7.0,6.0,8.0,2.0,4.0,9.0,8.0
trust,fy68aj5n,3,9,50,75,"To maintain consistency and cooperative behavior as in previous rounds. This strategy has resulted in both participants benefiting each round, with me receiving 125 points and Participant B receiving 75 points in each round.",Maintaining a cooperative and fair strategy as done in previous rounds.,7.0,6.0,8.0,9.0,6.0,6.0,9.0,8.0
trust,fy68aj5n,3,10,50,75,"Maintaining consistency and cooperative behavior by sending 50 points, as it has worked well in the previous rounds.",To maintain the cooperative and fair strategy which has been followed in all previous rounds by sending back half of the tripled amount.,8.0,7.0,8.0,9.0,3.0,7.0,9.0,8.0
trust,fy68aj5n,4,1,50,75,"Based on the example provided in the instructions where Participant A sends 50 points, which results in a fair distribution where both participants end up with 100 points each. This strategy promotes fairness and trust in the future rounds.","By sending back 75 points, both Participant A and I end up with equal points (75 each). This decision reflects fairness and cooperation, promoting mutual benefit.",6.0,6.0,10.0,9.0,6.0,7.0,10.0,8.0
trust,fy68aj5n,4,2,50,75,"Based on the fair and illustrative example provided earlier and the positive outcome in the first round, sending 50 points seems a balanced approach for reciprocation and maximizing potential return.","Maintaining fairness and equality will encourage cooperation in future rounds. Sending back 75 points ensures both participants end up with an equal payoff of 75 points this round, potentially fostering trust between participants.",7.0,5.0,8.0,7.0,3.0,5.0,10.0,8.0
trust,fy68aj5n,4,3,50,75,"Sending 50 points has proven to be a balanced approach in the previous rounds, leading to a payoff of 125 points each round.","I chose to send back 75 points to maintain fairness, ensuring that both Participant A and myself end up with equal payoffs.",8.0,6.0,7.0,6.0,5.0,7.0,10.0,6.0
trust,fy68aj5n,4,4,50,75,"In previous rounds, sending 50 points to Participant B has yielded positive outcomes with Participant B returning 75 points, resulting in a balanced and beneficial exchange for both participants.","I have consistently sent back 75 points in previous rounds to maintain fairness, ensuring both participants end up with an equal payoff.",8.0,7.0,8.0,7.0,3.0,7.0,9.0,8.0
trust,fy68aj5n,4,5,50,75,"Based on the previous rounds, sending 50 points has yielded a balanced and positive outcome for both participants. Therefore, I choose to maintain this strategy.",I want to maintain fairness and ensure that both participants have an equal payoff as in previous rounds.,6.0,7.0,8.0,7.0,5.0,5.0,10.0,7.0
trust,fy68aj5n,4,6,50,75,"In the previous rounds, sending 50 points to Participant B has proven to be a balanced and profitable strategy, yielding consistent and positive outcomes for both participants.","Maintaining consistency in sending back half of the tripled points, as done in previous rounds.",8.0,7.0,7.0,5.0,3.0,6.0,8.0,7.0
trust,fy68aj5n,4,7,50,75,"In previous rounds, sending 50 points to Participant B resulted in balanced and positive outcomes. Both participants benefited from these exchanges, making it a reliable strategy.","Given previous rounds, I have consistently sent back 75 points, maintaining a balance of fairness and trust.",8.0,7.0,8.0,9.0,3.0,5.0,9.0,8.0
trust,fy68aj5n,4,8,50,75,"Based on the reasoning that sending 50 points has been the most balanced and effective strategy throughout previous rounds, consistently yielding positive outcomes and reciprocation from Participant B.",Consistent with previous rounds where 75 points were always sent back to A.,7.0,6.0,8.0,9.0,2.0,2.0,7.0,8.0
trust,fy68aj5n,4,9,50,75,"Sending 50 points has proven to be a balanced and effective strategy in the previous rounds, consistently yielding positive outcomes and reciprocation from Participant B.","I have decided to send back 75 points, similar to previous rounds, as it maintains a fair balance between generosity and self-interest.",8.0,6.0,7.0,8.0,6.0,7.0,9.0,8.0
trust,fy68aj5n,4,10,50,75,"Sending 50 points has consistently proven to be an effective strategy, resulting in positive outcomes and reciprocation from Participant B in all previous rounds.",Consistently sending back 75 points in all previous rounds.,8.0,5.0,6.0,8.0,2.0,8.0,7.0,9.0
trust,fy68aj5n,5,1,50,50,To be fair and because of the example provided which resulted in both participants ending up with 100 points.,"Sending back 50 points seems fair as it allows both participants to end up with an equal amount of points. This aligns with the example given in the instructions, promoting fairness.",5.0,5.0,10.0,7.0,5.0,5.0,10.0,7.0
trust,fy68aj5n,5,2,50,50,"In the previous round, sending 50 points resulted in a balanced outcome where both participants ended with 100 points each. I want to maintain this strategy to encourage Participant B to cooperate similarly.","I chose to send back 50 points to promote fairness, as both participants will end up with equal points.",7.0,7.0,8.0,9.0,3.0,4.0,10.0,5.0
trust,fy68aj5n,5,3,50,50,"Sending 50 points has resulted in fair cooperation and equal payoffs in the previous two rounds. To encourage continued cooperation, I will send the same amount.","Maintaining a consistent strategy of fairness, I intend to keep the payoff balanced, encouraging mutual benefit and trust.",6.0,6.0,9.0,8.0,5.0,6.0,9.0,8.0
trust,fy68aj5n,5,4,50,50,"I aim to encourage cooperation similarly to the previous rounds, where sending 50 points resulted in both of us ending up with 100 points each.","Maintaining a consistent strategy of fairness, I intend to keep the payoff balanced, encouraging mutual benefit and trust.",7.0,7.0,8.0,9.0,5.0,8.0,9.0,9.0
trust,fy68aj5n,5,5,50,50,"I chose to send 50 points in order to continue the pattern of cooperation observed in the previous rounds, where both Participant A and Participant B ended up earning 100 points each round.",To maintain a consistent strategy of fairness as seen in previous rounds.,6.0,6.0,8.0,9.0,2.0,3.0,9.0,7.0
trust,fy68aj5n,5,6,50,50,"I chose to send 50 points to continue the pattern of cooperation observed in the previous rounds, where both Participant A and Participant B ended up earning 100 points each round.","I have maintained a consistent strategy of fairness, sending back 1/3 of the points received in each round so far. This approach ensures equality and trust between both participants.",6.0,7.0,8.0,8.0,4.0,6.0,10.0,9.0
trust,fy68aj5n,5,7,50,50,"I chose to send 50 points to continue the pattern of cooperation observed in the previous rounds, where both Participant A and Participant B ended up earning 100 points each round.","To maintain a consistent strategy of fairness, just as in previous rounds",7.0,7.0,8.0,9.0,3.0,3.0,10.0,7.0
trust,fy68aj5n,5,8,50,50,"In the previous rounds, I sent 50 points to Participant B and they reliably sent back 50 points, resulting in both of us earning 100 points each round. Continuing with 50 points maintains this mutual cooperation.",I've been maintaining a consistent strategy of fairness by sending back one-third of the received points across all rounds.,8.0,8.0,7.0,9.0,3.0,5.0,9.0,7.0
trust,fy68aj5n,5,9,50,50,"This choice has maintained a pattern of mutual cooperation, resulting in optimal earnings for both participants.","To maintain a consistent strategy of fairness, I will continue to send back 50 points, as I have done in the previous rounds.",8.0,8.0,7.0,9.0,3.0,4.0,9.0,7.0
trust,fy68aj5n,5,10,50,50,"Given the consistent pattern of cooperation in previous rounds and the mutual benefit observed, I chose to send 50 points to maintain the established cooperative relationship, ensuring both of us earn maximized points.",I have maintained a consistent strategy of fairness throughout the experiment by sending back 50 points each round. This strategy ensures equality in payouts between Participant A and myself.,8.0,7.0,7.0,9.0,4.0,4.0,10.0,7.0
trust,fzyato3t,1,1,50,50,I want to test a balanced approach where both participants potentially end up with the same number of points.,"To ensure fairness and cooperation, sending back 50 points will balance the points between both participants, resulting in both having 100 points each for the round.",5.0,5.0,9.0,6.0,3.0,5.0,10.0,7.0
trust,fzyato3t,1,2,50,50,I want to continue testing a balanced approach where both participants potentially end up with the same number of points.,"To ensure fairness and cooperation, aiming for both participants to end up with 100 points each for this round.",6.0,6.0,9.0,7.0,5.0,7.0,10.0,8.0
trust,fzyato3t,1,3,50,50,I want to maintain the balanced approach where both participants potentially end up with the same number of points as seen in the previous rounds.,"Sending back 50 points ensures fairness and trust, resulting in both participants ending up with 100 points each for the third round, similar to the previous rounds.",5.0,5.0,9.0,7.0,5.0,7.0,10.0,9.0
trust,fzyato3t,1,4,50,50,"Participant B has consistently returned the entire tripled amount in each previous round, resulting in equitable earnings. Sending 50 points again seems to be a fair and rational choice to maintain mutual trust and benefit for both participants.","To ensure both participants end up with 100 points each, fostering fairness, trust, and cooperation as in previous rounds.",7.0,7.0,8.0,9.0,5.0,7.0,10.0,9.0
trust,fzyato3t,1,5,50,50,"Participant B has continued to display trustworthy behavior by consistently returning the whole tripled amount. Repeating the pattern by sending 50 points is likely to yield the same beneficial results, maintaining mutual trust and maximizing benefits for both participants.","To maintain fairness, trust, and cooperation, ensuring both participants reach 100 points each.",8.0,7.0,7.0,10.0,5.0,7.0,10.0,8.0
